description,statusesCount,followersCount,favoritesCount,friendsCount,name,type,screenName,location,lang
Living in a love bubble <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>,6312,6326558,88,948,Cheryl,celeb,CherylOfficial,,en
"Chairman of Amshold Group, owner of @Amscreen and Amsprop. https://t.co/CpaU2wj2qq",43318,5390711,140,1065,Lord Sugar,celeb,Lord_Sugar,,en
Stand up comedian and TV presenter. Follow the show @chattyman. Come and see me on tour! Check out live and TV dates on my website,15623,5242174,246,701,Alan Carr,celeb,AlanCarr,,en
"The official BlackBerry account. We’re a mobile-native software company, dedicated to securing the Enterprise of Things. KEYone info: https://t.co/5U63GAfmWC",28256,4536641,3387,3457,BlackBerry,bis,BlackBerry,,en
Wonderland the new album from Take That is out now.,12080,4402616,47,3785,Gary Barlow,celeb,GaryBarlow,,en
Universe-Boss / 'Chris d Lion',13962,3632264,146,54,Chris Gayle,celeb,henrygayle,,en
Uncovering hidden gems to break the routine. Share yours using #OnGoogleMaps.  Add today’s inspo to your List: https://t.co/vcWKjMiCpf,11942,3458568,2209,113,Google Maps,bis,googlemaps,,en
"News, personal finance & commentary from MarketWatch. Tweets by @SAFmedia, @jessmarmor, @slangwise.",194038,3452745,2635,182,MarketWatch,news,MarketWatch,,en
"Recently re-employed car show bloke. 
Has own bicycle.",2644,3007328,20,141,Richard Hammond,celeb,RichardHammond,,en
"Wife,mother,friend and tv presenter, <ed><U+00A0><U+00BD><ed><U+00B1><U+00BB> divm3 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co/TlQuUJRXdf <ed><U+00A0><U+00BD><ed><U+00B1><U+00A4>https://t.co/PWaiMcKcJi <ed><U+00A0><U+00BD><ed><U+00B3><U+008D>https://t.co/pQIHeCScbp",32895,2843438,5578,597,Davina McCall,celeb,ThisisDavina,,en
The need for independent journalism has never been greater. Become a Guardian supporter: https://t.co/KXycIPGfHd,148141,2775648,13,1298,Guardian news,news,guardiannews,,en
"mother, sister, flat shoe advocate, sleep evangelist, HuffPost founder, and founder and CEO of Thrive Global. https://t.co/XBvEJV1Wbq",35718,2762599,1663,2714,Arianna Huffington,celeb,ariannahuff,,en
First in Business Worldwide,158259,2730867,32,376,CNBC,news,CNBC,,en
Building peace where it starts - in the minds of men & women. Follow our Director-General @IrinaBokova,16559,2664419,8992,1406,UNESCO,gov,UNESCO,,en
"RT, the global news network, broadcasts from Moscow, London and Washington studios to over 100 countries.",220748,2624597,853,608,RT,news,RT_com,,en
Pre-order Under The Radar Vol 2: https://t.co/zVCJUgfqNl,4519,2610471,759,130,Robbie Williams,celeb,robbiewilliams,,en
"@bbc football coverage on @BBCMOTD, @BBCSport and @bbc5live . Also follow @garylineker,@markchapman and @mrdanwalker. #MOTD Add us on Snapchat: bbcmotd",62377,2443969,82,98,Match of the Day,sport,BBCMOTD,,en
Top stories from the Daily Mail. We're also on Facebook: https://t.co/hD0PyZHS4Z #seriouslypopular,211024,2036221,711,2404,Daily Mail Online,news,MailOnline,,en
"Britain's got Talent Judge. Presenter, Actress. MAMA! Insta noholdenback & buddyholden https://t.co/Esn1x47M0z
James Grant Mgmt",12928,1982259,1047,1351,Amanda Holden,celeb,AmandaHolden,,en
Management @mcsaatchimerlin https://t.co/oJLfpVjdZj instagram aflintoff11,15066,1950550,3012,694,andrew flintoff,celeb,flintoff11,,en
Little Britain/Come Fly With Me/Britain's Got Talent. I'm a children's author & Simon Cowell botherer. Letters should be sent to TROIKA 10a Christina St EC2A4PA,11025,1848880,10814,15140,David Walliams,celeb,davidwalliams,,en-gb
"Architectural Digest is the definitive design magazine, traveling the world to report on the best in design to an audience of 5 million readers.",19983,1822319,565,321,Architectural Digest,KEEP,ArchDigest,,en
Former Prime Minister of the United Kingdom,2588,1780178,2,392,David Cameron,pol,David_Cameron,,en
African news from the BBC. Find us on Facebook: https://t.co/A4VykEOW8O Instagram: https://t.co/DI6qruNWHJ Google+: https://t.co/QBM1O7gQ4p,64981,1751661,113,379,BBC Africa,news,BBCAfrica,,en
These views are my own | @mirrorfootball  @williamhill @bbc606 @btsport Enquiries: JakeMallen@neweraltd.co.uk | Instagram @robbiesavage8,56798,1746214,173,1613,Robbie Savage,celeb,RobbieSavage8,,en
"ONE is a campaigning and advocacy organisation of more than 8 million people taking action to end extreme poverty & preventable disease, particularly in Africa.",31162,1682896,14101,2726,ONE,bis,ONECampaign,,en
"Stories that reveal and inspire, challenging expectations.",85079,1677078,450,4582,Channel 4 News,news,Channel4News,,en
The official twitter page of Gino D'Acampo,10561,1657754,3433,463,Gino D'Acampo,celeb,Ginofantastico,,en
"Author, Commentator, and Executive Chairman of the Jack Welch Management Institute, a business school offering an MBA at Strayer University.",3333,1494374,248,178,Jack Welch,celeb,jack_welch,,en
The world’s leading civic organizing hub. We empower people everywhere to create the change they want to see.,24460,1455710,333,343,Change.org,bis,Change,,en
Queen of everywhere you'd want to visit. One's best selling book Gin O'Clock is back in shops: https://t.co/5zI2OdVRBm (FICTIONAL/SATIRE),9996,1430003,1,0,Elizabeth Windsor,celeb,Queen_UK,,en
4-time Tour de France winner <ed><U+00A0><U+00BC><ed><U+00BF><U+0086>| 2-time Olympic medalist London & Rio <ed><U+00A0><U+00BC><ed><U+00BF><U+0085>| @United4Wildlife <ed><U+00A0><U+00BE><ed><U+00B6><U+008F> | @princestrust #palace2palace <ed><U+00A0><U+00BD><ed><U+00BA><U+00B4>,2103,1352958,3526,297,Chris Froome,celeb,chrisfroome,,en
"Family man & host of Adventure shows: Running Wild - NBC, The Island - Channel 4, Survival School - ITV, Absolute Wild - China. Youngest ever Chief Scout.",14365,1347095,293,496,Bear Grylls,celeb,BearGrylls,,en
"Professional travel & entertainment writer, travel photographer and blogger. CEO of #OHMYGOSSIP sites- serving US, UK, Finland, Sweden, Norway, Estonia & Brazil",20484,1295830,9842,397098,Helena-Reet Ennet,celeb,Ohmygossip,,en
<ed><U+00A0><U+00BC><ed><U+00BC><U+008D><ed><U+00A0><U+00BE><ed><U+00B5><U+008A>,9822,1281003,1940,191,Anthony Joshua,celeb,anthonyfjoshua,,en
,5595,1268319,399,410,LA Reid,celeb,LA_Reid,,en
Account ufficiale del Sole 24 ORE,80083,1250475,281,481,IlSole24ORE,foreign,sole24ore,,it
At home in the modern world.,52946,1236999,713,1029,dwell,KEEP,dwell,,en
Her sey güzel olmayacak biz hep imtihân olacagiz,134884,1155028,61479,398222,Bilal Ardiç,foreign,bilalardic_,,tr
"est.1999, designboom magazine is the web's first source for the best of architecture, art, and design.",57366,1054456,436,2867,designboom,KEEP,designboom,,en
Lord Louis Gilbert (born 1991) is an Australian Novelist and YouTube celebrity with a net worth of 4.5 million dollars https://t.co/Uu0wiRnBkt,181902,1000307,23758,810002,Lord Louis gilbert,celeb,LordLouis3,,en
"#NYG, JIM and FBCashExchange #follow@nwyorkgrimaldi@NYGPOMOZ@TMWPROMOZ&@mostwantedtmw for a daily#shout x10",40889,992018,7431,101979,A.McCray & M.Baisden,bis,7forluckyApril,,en
Interior Design magazine is the definitive resource for interior design professionals.,20812,984914,645,416,Interior Design,KEEP,InteriorDesign,,en
"From newly charted astronomical anomalies at the far reaches of the universe to the rise of nanotechnology, nobody covers science like http://t.co/RtkLii8CUo.",18726,967266,0,0,Reuters Science News,news,ReutersScience,,en
"The magazine for global politics, economics, and ideas. Follow our staff: https://t.co/8hcvq6i4MO",69734,952499,129,492,Foreign Policy,news,ForeignPolicy,,en
@UKIP MEP. @LBC presenter. @FoxNews contributor.,11858,935786,28,361,Nigel Farage,pol,Nigel_Farage,,en
"Mutton dressed as mutton

My first ever book, SPECTACLES, is out NOW! #spectacles",22140,921652,10,304,Sue Perkins,celeb,sueperkins,,en
Quite,7734,876686,308,661,Claudia Winkleman,celeb,ClaudiaWinkle,,en
"ITV (pol ed), Speakers for Schools (founder), writer (How do we fix this mess?), Arsenal (East Stand), Peston on Sunday (Peston) - not always in that order",17228,865115,58,1110,Robert Peston,news,Peston,,en
,465,846084,28,77,Kenneth Dalglish,celeb,kennethdalglish,,en
"Our mission is to conserve the lands and waters on which all life depends. Working in 69 countries, all 50 U.S. states and your backyard.",21829,834866,3184,8165,Nature Conservancy,bis,nature_org,,en
Oxfam is a world-wide development organization that mobilizes the power of people against poverty.,36825,830630,12711,1109,Oxfam International,bis,Oxfam,,en
"We are two Ghost Hunters, we also love narrating scary stories & Unsolved Mysteries.",253,830274,4241,761901,<U+2605> DorsetGhost <U+2605>,bis,Dorsetghost,,en
Founder and President of Limkokwing University of Creative Technology Asia . Africa . Europe,14972,829410,708,2578,Limkokwing,bis,limkokwing,,en
OHMYGOSSIP is your ultimate source of entertainment & celebrity news to fashion trends. #Celebrity #Showbiz #Blogs Edited by @Ohmygossip http://t.co/5KjNweYpVV,5373,804834,2828,204883,OHMYGOSSIP America,bis,Ohmygossip_USA,,en
"Itinerant traveler (Asia), who sadly ran out of petrol on the road less travelled",35257,794703,7,548688,Chris Collins,celeb,CollChris,,en
"Presenter, Today & Talking Politics, BBC Radio 4. Former BBC/ITV Political Editor. Author, Election Notebook & Live from Downing Street",7804,792180,453,491,Nick Robinson,news,bbcnickrobinson,,en
Great Bible Verse is one of the fastest-growing daily Bible verse sites on Twitter. Follow Great Bible Verse now and discover why.,22216,780383,435,136299,Great Bible Verses,bis,GreatBibleVerse,,en
,1717,771388,23,129,Rupert Murdoch,celeb,rupertmurdoch,,en
"The latest travel news, insider guides, emerging destinations, new hotels and travel trends from the @Guardian. Instagram: guardiantravelsnaps",21159,729566,660,514,Guardian Travel,news,GuardianTravel,,en
"Author: My Animals and Other Family, Walking Home & The Racehorse Who Wouldn't Gallop. Do a bit of TV & radio work as well. 
Email: Charlie@jamesgrant.co.uk",65696,724665,102,587,Clare Balding,celeb,clarebalding,,en
"Chairman @Spectator, @Apollo_Magazine, https://t.co/U13DQdZEPO, Addison Club, BBC PRESENTER @daily_politics @bbcthisweek Tweets reflect only my view",42736,697828,77,285,Andrew Neil,celeb,afneil,,en
"We believe that life with cancer is still life. We want to help you live it. Together, we are Macmillan Cancer Support.",37732,670373,61034,3865,Macmillan Cancer,bis,macmillancancer,,en
,378,652694,102,9416,Nik Kalsi,celeb,nikkalsi,,en
"The hidden side of everything: books, blog, podcasts, etc. Subscribe to 'Freakonomics Radio' on iTunes, and our newest podcast, @TMSIDK_Show",10875,647281,381,6,Freakonomics,bis,Freakonomics,,en
Federal Member for Warringah,2598,645520,1,29842,Tony Abbott,celeb,TonyAbbottMHR,,en
"CEO of two Inc. 500/5000 Co's, TV personality, bestselling author, CNN, Fox, CNBC, & MSNBC regular & CEO of Patriarch Org. https://t.co/6IyGKgAzAo",1899,640836,4223,37894,Eric Schiffer,celeb,ericschiffer,,en
"Official Goldman Sachs Twitter account. Follow us for the latest in global and local economic progress, firm news, and thought leadership content.",8123,632137,5,105,Goldman Sachs,bis,GoldmanSachs,,en
Bake Off Judge. .instagram- https://t.co/YLqPjDqTRb,13176,625788,189,42,Paul Hollywood,celeb,PaulHollywood,,en
"Welcome to Total's page, one of the world's leading #energy companies. Share with us our commitment to better energy in oil, natural gas and solar energy.",9857,620287,576,162,Total,foreign,Total,,fr
Writing the fuck out of shit since 1992. Screenwriting agent: Nick Marston at Curtis Brown. Literary agent: Georgia Garrett at RCW,90536,617864,131,2249,Caitlin Moran,celeb,caitlinmoran,,en
"Happy and lucky analyst for Sky Sports F1 and F1 commentator to many others around the world. Love cars, bikes and helicopters. Petrolhead central",4329,611632,42,207,Martin Brundle,celeb,MBrundleF1,,en
"@Airbnb is the world’s largest community driven hospitality company, offering unique homes and experiences that let travelers #BelongAnywhere.",35159,611145,23047,21900,Airbnb,bis,Airbnb,,en
Tweets by FT companies editor @brookeamasters and her team. Our customer service team is @FTcare.,52385,609901,0,28,Finance News,news,ftfinancenews,,en
"Seize the day, travel the world",86054,599650,40,597883,LJ Blake,celeb,lookeastwest,,en
enquiries pls contact my manager @jimerwood on 07971673157 jim@extratimemgt.com - Insta: 1jimmybullard snap: jbulldog21 The views are mine alone so jog on,6953,598333,1373,3136,Jimmy Bullard,celeb,jimmybullard,,en
"Television presenter, Heart FM presenter, magician, star of stage and screen",6097,570112,42,187,Stephen Mulhern,celeb,StephenMulhern,,en
,1546,568518,336,2,Boring James Milner,celeb,BoringMilner,,en
"Profilo ufficiale della Presidenza del Consiglio dei Ministri. 
https://t.co/VysaABXOmQ
https://t.co/1BgYrPhSeK",3353,558509,2,1793,Palazzo_Chigi,foreign,Palazzo_Chigi,,it
Just a guy with a desk... https://t.co/5hU13v16qX https://t.co/6pHRnf92wU,38986,556158,3740,424949,"Anthony Casas, PhD",celeb,DrAnthony,,en
Official Kremlin news,5146,550642,0,22,President of Russia,gov,KremlinRussia_E,,en
I'm a small giant trapped inside the body of a short man. Film #Deathofstalin coming soon,8138,537040,167,631,Armando Iannucci,celeb,Aiannucci,,en
Official account for The BBC Radio 1 Breakfast Show with Nick Grimshaw. Share your stories <ed><U+00A0><U+00BE><ed><U+00B4><U+0097> R1BreakfastShow@bbc.co.uk,12685,520866,1052,356,BBC Radio1 Breakfast,bis,R1Breakfast,,en
"Start the car! cricketeur, raconteur, Bon viveur , bullsh.,eur . Views the same as Arthur's",76993,514785,83,69,David 'Bumble' Lloyd,celeb,BumbleCricket,,en
"We are the UK Labour Party. Follow us for the latest news, speeches, policies and ways to get involved. #ForTheMany #VoteLabour",21093,508452,211,14130,The Labour Party,pol,UKLabour,,en
Shopkeeper,16003,504463,967,645,Theo Paphitis,celeb,TheoPaphitis,,en
"Every little helps. Follow us for quick and easy recipes, food inspiration and helpful home hacks. Customer care for UK customers is here 24/7",1791652,504007,3028,164317,Tesco,bis,Tesco,,en
A single mum 2 five amazing babies who are my everything! contact TM Media 027 437 0474 07710 740468 mark. Instagram kerrykatona7 mark@tm-media.co.uk,18890,492930,63599,34149,Kerry Katona,celeb,KerryKatona7,,en
Latest News & videos,88578,489272,3854,183,J-S,news,Wakooz_RSS,,en
The official Merrill Lynch Twitter handle. Follow us for timely stats & strategies to help you pursue your financial goals. Disclosures: http://t.co/Xx7Jqjk4RW,2886,478656,0,412,Merrill Lynch,bis,MerrillLynch,,en
