"","name","degree.total","degree.in","degree.out","strength.total","strength.in","strength.out","between","closeness","eigenvector","PageRank","degreeStrength.out","degreeStrength.in","Account Category","Account Type","description","statusesCount","followersCount","favoritesCount","friendsCount","name.y","created","protected","verified","location","lang","id"
"6638","C4GCampaign",45,45,0,57,57,0,0,0.000146301251727943,0.00055892344823318,0.0717439527784564,NA,1.26666666666667,NA,NA,"Construction4Growth is an industry campaign calling on government to invest in construction as the best route out of recession and back to growth.",131,671,0,229,"Construction4Growth",2012-05-30 11:07:02,FALSE,FALSE,"","en","594509570"
"6639","reconfigured",45,45,0,57,57,0,0,0.000146301251727943,0.000354836551388066,0.0701770909446889,NA,1.26666666666667,NA,NA,"Reconfigured Architect | Digital Design Manager & all things BIM @Purcelluk | views expressed are my own #ukbimcrew",3894,1457,611,1183,"Andrew Handley",2009-01-06 12:53:21,FALSE,FALSE,"Nottingham // City of Bits","en","18672797"
"6640","AlexJFMorales",45,45,0,57,57,0,0,0.000146301251727943,0.000589200130879249,0.0697871237976567,NA,1.26666666666667,NA,NA,"Bloomberg @Business U.K. politics, energy & climate  reporter. Endurance sport nut. Retweets are not endorsements. Opinions my own.",3892,4294,20,610,"Alex Morales",2010-11-26 16:30:40,FALSE,TRUE,"London","en","220044097"
"6641","Virgin_TrainsEC",45,45,0,56,56,0,0,0.000146301251727943,0.00413910740720817,0.0720980279380618,NA,1.24444444444444,NA,NA,"Hello from the Virgin Trains East Coast team. We’re here round the clock seven days a week. For West Coast services, please tweet @VirginTrains",373851,142930,34934,7869,"Virgin Trains EC",2011-06-08 13:15:43,FALSE,TRUE,"York","en","313306238"
"6642","emmahaslett",45,45,0,56,56,0,0,0.000146301251727943,0.00158265010292821,0.071014762858803,NA,1.24444444444444,NA,NA,"Business journalist, digital editor @CityAM, host of the Unregulated podcast. 'Lazy journalist'. 'Globally insignificant'.",23467,8584,1215,953,"Emma Haslett",2008-02-29 12:40:00,FALSE,TRUE,"London","en","14059963"
"6643","Labourpaul",45,45,0,56,56,0,0,0.000146301251727943,0.00338770991250666,0.0694242270435141,NA,1.24444444444444,NA,NA,"Labour activist and writer.",27001,8675,1927,5107,"Paul Richards",2010-01-16 21:15:52,FALSE,FALSE,"Sussex and London","en","105593723"
"6644","AnneDuffield1",45,45,0,56,56,0,0,0.000146301251727943,0.00414906366143464,0.0692778706303664,NA,1.24444444444444,NA,NA,"Labour Cllr for Longford Ward @TraffordCouncil
Head of Housing Access @NorthwardsMCR Manchester..",10816,1498,3453,1175,"Anne Duffield",2009-02-07 14:28:55,FALSE,FALSE,"","en","20311715"
"6645","SarahMillican75",45,45,0,55,55,0,0,0.000146301251727943,0.00272269387587998,0.0735670383725215,NA,1.22222222222222,NA,NA,"Comedian, writer, founder of Standard Issue podcast. Feminist, eater, dog & cat mam. New tour on sale now. Autobiography out now..",90913,2038492,3718,3975,"Sarah Millican",2009-02-06 15:36:13,FALSE,TRUE,"hopefully sitting down","en","20244875"
"6646","UKIP",45,45,0,55,55,0,0,0.000146301251727943,0.00422409288217014,0.0713905649007508,NA,1.22222222222222,NA,NA,"UKIP: For The Nation, led by @_HenryBolton",34747,174229,3,4709,"UKIP",2011-08-19 15:06:55,FALSE,TRUE,"United Kingdom","en","358204197"
"6647","Brakecharity",45,45,0,55,55,0,0,0.000146301251727943,0.00225310868781605,0.071347356464514,NA,1.22222222222222,NA,NA,"Working to prevent road deaths & injuries, supporting people bereaved or injured in crashes. Backs sustainable transport. Runs #RoadSafetyWeek. IG: brakecharity",13243,17839,5542,3688,"Brake",2010-12-05 20:20:43,FALSE,TRUE,"UK","en","223238208"
"6648","Terraco_EIFS",45,45,0,54,54,0,0,0.000146301251727943,0.000414433422553958,0.0712591366581213,NA,1.2,NA,NA,"Terraco EIFS is a complete External Wall Insulation (EWI) system designed for both new build and retro-fit installations!",8653,2385,1,1327,"Terraco EIFS",2012-09-13 15:57:55,FALSE,FALSE,"East Sussex","en","821746748"
"6649","PlasterersForum",45,45,0,54,54,0,0,0.000146301251727943,0.000356921791661922,0.069815186183669,NA,1.2,NA,NA,"The Plasterers Forum® Is The Worlds Biggest Plastering Resource To Ever Exist... http://t.co/VLFRZnvDIq",20625,4349,73,2880,"The Plasterers Forum",2009-12-07 13:48:49,FALSE,FALSE,"UK & The World....","en","95203435"
"6650","DuluxDecCentre",45,45,0,53,53,0,0,0.000146301251727943,0.000594001762529228,0.0724415323651146,NA,1.17777777777778,NA,NA,"With almost 200 centres across the UK, we supply a full range of trade decorating products. Expert advisors free to chat Mon-Fri 8:30am-5pm & Sat 9am-12:30pm.",12872,13250,540,5476,"DuluxDecoratorCentre",2009-08-24 14:47:40,FALSE,FALSE,"Manchester, UK","en","68423795"
"6651","jamescaan",45,45,0,53,53,0,0,0.000146301251727943,0.00243263978916135,0.0711622205039295,NA,1.17777777777778,NA,NA,"Serial Entrepreneur, CEO of @HBPrivateEquity, former Chairman of @StartUpLoansUK, Philanthropist and former Dragon! #Recruitment",9169,174722,3097,1323,"James Caan CBE",2008-11-19 10:08:21,FALSE,TRUE,"London","en","17483381"
"6652","KTNUK_SRE",45,45,0,53,53,0,0,0.000146301251727943,0.00195049811453413,0.0700568909611227,NA,1.17777777777778,NA,NA,"This account will shortly close, please follow @KTNUK. KTN is the UK's innovation network; connect with us for partners, events, support & innovation insights.",8159,2853,548,627,"KTN Sustainability",2009-09-17 12:44:51,FALSE,FALSE,"UK","en","75002621"
"6653","stephencirell",45,45,0,53,53,0,0,0.000146301251727943,0.000361302840676032,0.0695996794441516,NA,1.17777777777778,NA,NA,"Author & Consultant on low carbon & renewable energy projects. Formerly Director for Green Cornwall, Cornwall Council, and Partner with law firm Eversheds.",1363,1293,18,1029,"Stephen Cirell",2010-12-24 15:10:55,FALSE,FALSE,"Leeds","en","230191742"
"6654","souparchitects",45,45,0,53,53,0,0,0.000146301251727943,0.000594534135604105,0.0692527896868514,NA,1.17777777777778,NA,NA,"warm + tasty architecture",3579,2109,699,879,"SOUP Architects",2012-01-30 15:32:21,FALSE,FALSE,"London + Channel Islands","en","478699535"
"6655","NadiaElghamry",45,45,0,52,52,0,0,0.000146301251727943,0.000949154597330004,0.072917069541113,NA,1.15555555555556,NA,NA,"Head of Digital @estatesgazette and Data Editor. Journalist. Data junkie. Social media lover. Foodie. Baker. Feeder. Netballer.",2533,3536,25,766,"Nadia Elghamry",2009-02-24 09:36:20,FALSE,FALSE,"London","en","21741450"
"6656","SimonNeville",45,45,0,52,52,0,0,0.000146301251727943,0.00300808504937194,0.0722489422682281,NA,1.15555555555556,NA,NA,"Recovering award-winning business journalist, now in PR. Mainly explaining that marketing and PR are not the same thing.",10450,6991,3061,1270,"Simon Neville",2009-03-01 19:59:04,FALSE,TRUE,"Brixton, London","en","22399473"
"6657","restorm",45,45,0,52,52,0,0,0.000146301251727943,0.00248759479917473,0.0699552038178224,NA,1.15555555555556,NA,NA,"PUBLISHER: https://t.co/TazWtdraZr | AUTHOR of https://t.co/sKwiCVIzI2 and https://t.co/sU69Hr2w4z | KEYNOTER on resilient economic growth.",16468,27323,29,18048,"Storm Cunningham",2009-03-08 11:42:20,FALSE,FALSE,"Washington, DC","en","23300815"
"6658","benstewart999",45,45,0,52,52,0,0,0.000146301251727943,0.00219405012509635,0.0692799573510405,NA,1.15555555555556,NA,NA,"Greenpeace. News and Investigations. Author of a book about the Arctic 30.",7200,4002,758,1387,"ben stewart",2010-07-30 13:29:45,FALSE,FALSE,"","en","172735242"
"6659","Green_DealUK",45,45,0,52,52,0,0,0.000146301251727943,0.00037160519367315,0.0691113383254968,NA,1.15555555555556,NA,NA,"We are trying to make the Green Deal easy to understand for all. That's it really :)",649,1325,24,177,"Green Deal",2011-11-17 21:31:27,FALSE,FALSE,"UK","en","415071035"
"6660","LindsayHoyle_MP",45,45,0,52,52,0,0,0.000146301251727943,0.00236934172394404,0.0689827073080202,NA,1.15555555555556,NA,NA,"Rt Hon Lindsay Hoyle, Member of Parliament for Chorley since 1997 and proud to represent my home town.",2342,9238,52,1676,"Lindsay Hoyle",2012-06-15 13:21:29,FALSE,TRUE,"hoylel@parliament.uk","en","609096352"
"6661","bobirving_green",45,45,0,52,52,0,0,0.000146301251727943,0.000770903185492398,0.0684059655377798,NA,1.15555555555556,NA,NA,"Erstwhile research academic, now very occasional chainsaw artist and low-voltage electrician. Also random acts of carpentry.",100137,2357,1348,2723,"BobIrving",2009-10-26 00:25:36,FALSE,FALSE,"Cirencester, England","en","85199704"
"6662","chrishoy",45,45,0,50,50,0,0,0.000146301251727943,0.000547947718505034,0.0771212728950724,NA,1.11111111111111,NA,NA,"Sir Chris Hoy 6x Olympic Champion, 11x World Champion track cyclist. I now design bikes @HOYbikes for all ages, write kids books #FlyingFergus & race cars",12713,729262,9541,804,"Chris Hoy",2009-01-30 10:49:31,FALSE,TRUE,"Edinburgh / Manchester","en","19762524"
"6663","aliosborne20",45,45,0,50,50,0,0,0.000146301251727943,0.00217492167970399,0.0713934478332416,NA,1.11111111111111,NA,NA,"Chief Business Commentator, The Times",2487,11349,57,539,"Alistair Osborne",2011-04-28 16:56:12,FALSE,FALSE,"London","en","289433675"
"6664","insulatingyourh",45,45,0,50,50,0,0,0.000146301251727943,0.000267764770150638,0.0705161044397106,NA,1.11111111111111,NA,NA,"Talking about all things Insulation... Follow our facebook page or our blog (http://t.co/wt2wWIhM) to get up to date with the latest insulation news",1925,614,0,959,"insulatingyourhome",2012-12-06 12:06:08,FALSE,FALSE,"Maidstone","en","992930952"
"6665","Alex__Stevenson",45,45,0,50,50,0,0,0.000146301251727943,0.00468103884923128,0.0696190159644906,NA,1.11111111111111,NA,NA,"Press Secretary to the Leader of the House of Commons. Parliament person.",5607,3713,126,288,"Alex Stevenson",2008-07-15 11:53:48,FALSE,TRUE,"London, UK","en","15439451"
"6666","PosfutureHannah",45,45,0,50,50,0,0,0.000146301251727943,0.0031971134751575,0.0674458305909336,NA,1.11111111111111,NA,NA,"Chief Executive of Blackburn Youth Zone, proud to lead a committed and passionate #oneteam to inspire the next generation views are my own",879,1170,923,1712,"Hannah Allen",2013-04-28 18:32:33,FALSE,FALSE,"Blackburn, England","en","1387616677"
"6667","EWArchitects",45,45,0,49,49,0,0,0.000146301251727943,0.00192000870259872,0.0747422407674121,NA,1.08888888888889,NA,NA,"International, creative, award winning architects + designers.",629,2145,252,714,"Ellis Williams",2011-12-01 14:49:54,FALSE,FALSE,"United Kingdom and Europe","en","425865858"
"6668","RobustDetails",45,45,0,49,49,0,0,0.000146301251727943,0.0019243382953804,0.0715089272405283,NA,1.08888888888889,NA,NA,"RDL is an independent limited company managing the use of robust details under Building Regulations.",204,652,8,667,"Robust Details Ltd",2011-04-09 06:34:28,FALSE,FALSE,"London, UK","en","279414249"
"6669","TwitterSupport",45,45,0,49,49,0,0,0.000146301251727943,0.00249828437629346,0.0710608878501115,NA,1.08888888888889,NA,NA,"Your official source for Twitter Support. We're available 24/7 via Direct Message for tips and account inquiries. Formerly @Support.",22862,5618262,315,17,"Twitter Support",2008-12-04 18:51:57,FALSE,TRUE,"Twitter HQ","en","17874544"
"6670","DirDigEng",45,45,0,49,49,0,0,0.000146301251727943,0.00282230822445545,0.0704626215463391,NA,1.08888888888889,NA,NA,"Andrew Stott was on the UK Transparency Board & the UK Gov first Director of Transparency & Digital Engagement. Tweets here on data, IT & new media are his own.",5345,12404,16,6932,"Andrew Stott",2009-05-13 08:24:22,FALSE,FALSE,"London, UK","en","39713727"
"6671","flowcrete",45,45,0,49,49,0,0,0.000146301251727943,0.00039626733113772,0.070041586294531,NA,1.08888888888889,NA,NA,"Flowcrete is a world leading manufacturer of seamless #resinflooring products for a variety of commercial and industrial environments. #safetyflooring",3782,2870,147,1369,"Flowcrete",2010-04-28 13:38:01,FALSE,FALSE,"Sandbach, Cheshire","en","138045103"
"6672","TheHeatMerchant",45,45,0,49,49,0,0,0.000146301251727943,0.000121882146758842,0.0699599575093254,NA,1.08888888888889,NA,NA,"Online trader with years of experience in the heating industry.",419,3799,376,2284,"The Heat Merchant",2014-09-15 13:38:24,FALSE,FALSE,"","en-gb","2811309144"
"6673","green_energy_uk",45,45,0,49,49,0,0,0.000146301251727943,0.00179513112450125,0.069909468090783,NA,1.08888888888889,NA,NA,"100% renewable. Ethical and accountable. No fixed contracts. No call centres or call menus. No offsetting. 100% green gas, too!  https://t.co/U7In8tPqv1",2935,4977,173,1412,"Green Energy UK",2010-01-14 16:15:38,FALSE,FALSE,"Ware, Hertfordshire","en","104854531"
"6674","AMPattison1",45,45,0,49,49,0,0,0.000146301251727943,0.000338825925932553,0.0698039027436706,NA,1.08888888888889,NA,NA,"Loving life in #Yorkshire #Alora and doing what I can to help the homeless @UK_Homeless all opinions are my own",912,2308,212,1509,"Andy Pattison",2009-02-04 07:35:28,FALSE,FALSE,"Leeds, England & Alora, Spain","en","20033851"
"6675","KingspanIP_NA",45,45,0,49,49,0,0,0.000146301251727943,0.00032213619653866,0.0694506279741789,NA,1.08888888888889,NA,NA,"Kingspan Group is the global leader in high performing, energy efficient insulation, building fabric and solar integrated building envelope solutions.",7378,2615,318,726,"Kingspan Panels, NA",2010-05-31 16:37:14,FALSE,FALSE,"Kingspan North America","en","150315051"
"6676","reporterboy",45,45,0,49,49,0,0,0.000146301251727943,0.00407335953252108,0.0682338798542704,NA,1.08888888888889,NA,NA,"A Beeboid then Think Tanker, now working for Children's Rights. If I didn't exist it's highly unlikely I'd've been invented. Norway fan. Not fat but.. ""sturdy""",76416,13111,10445,2264,"Giles Dilnot",2010-04-08 19:34:34,FALSE,TRUE,"Westminster, London","en","130931982"
"6677","wefollow",45,45,0,48,48,0,0,0.000146301251727943,0.000897689288723831,0.0756199350103532,NA,1.06666666666667,NA,NA,"A directory of prominent people organized by interests. Visit us at http://t.co/mjfvu03Kqi *an @aboutdotme company",561,686194,14,4,"Wefollow",2008-12-31 04:17:33,FALSE,FALSE,"New York City","en","18498684"
"6678","TanyaPowley",45,45,0,48,48,0,0,0.000146301251727943,0.00222783628501579,0.070908301517545,NA,1.06666666666667,NA,NA,"Transport Correspondent at the FT, covering planes, trains but not automobiles. Former manufacturing corresponent. Views are my own, not the FT's.",2441,6336,0,429,"Tanya Powley",2011-03-23 11:38:36,FALSE,TRUE,"London","en","270860980"
"6679","BenJGarside",45,45,0,48,48,0,0,0.000146301251727943,0.0019168653728574,0.0702850602569758,NA,1.06666666666667,NA,NA,"Correspondent, co-founder @CarbonPulse. Tip? ben@carbon-pulse.com. Ex-Reuters/PointCarbon journalist covering carbon markets and climate policy. RT<U+2260>endorsement",6896,9662,217,1167,"Ben Garside",2009-10-21 15:28:16,FALSE,FALSE,"London, UK","en","84100924"
"6680","RuthSmeeth",45,45,0,48,48,0,0,0.000146301251727943,0.00220430089026012,0.0699787785144402,NA,1.06666666666667,NA,NA,"An anti-fascist and the Labour MP for Stoke-on-Trent North & Kidsgrove. Email casework to Ruth.smeeth.mp@parliament.uk",5279,8982,146,770,"Ruth Smeeth MP",2009-02-09 11:14:13,FALSE,TRUE,"Stoke-on-Trent","en","20428671"
"6681","DarrenJohnson66",45,45,0,48,48,0,0,0.000146301251727943,0.0027163257101743,0.0698096240801745,NA,1.06666666666667,NA,NA,"Campaigns for @LeagueACS / 
Music PR for @Bernie_Torme @ThunderstickUK et al /
Blogging, reviewing and gig-going for the fun of it...",27787,8095,6964,3711,"Darren Johnson",2009-09-30 14:32:13,FALSE,FALSE,"St Leonards-on-Sea, Hastings.","en","78615346"
"6682","DOgilvieHsg",45,45,0,48,48,0,0,0.000146301251727943,0.00479919318154989,0.0687901583889745,NA,1.06666666666667,NA,NA,"Director of Ogilvie Independent Housing Consultants. Currently acting as Interim Director of Policy @H_F_S. Usual disclaimers: RTs <U+2260> agreement/views my own/etc.",3627,1566,1047,2364,"David Ogilvie OIHCS",2010-07-14 12:17:14,FALSE,FALSE,"Edinburgh, Scotland","en","166542784"
"6683","EIAgov",45,45,0,47,47,0,0,0.000146301251727943,0.00178261775249871,0.0726268020070731,NA,1.04444444444444,NA,NA,"The U.S. Energy Information Administration provides independent energy statistics and analyses for sound policy making, efficient markets, and public education.",17503,106785,10,266,"EIA",2009-07-15 19:31:40,FALSE,TRUE,"Washington, DC","en","57111966"
"6684","iancowie",45,45,0,47,47,0,0,0.000146301251727943,0.00297457794099048,0.0718703263855013,NA,1.04444444444444,NA,NA,"Sunday Times columnist. Mostly #Money #StockMarket #Investment . Difficult and dull stuff made easier and more interesting.",5819,14318,53,7017,"Ian Cowie",2009-02-16 17:23:30,FALSE,TRUE,"London","en","21004673"
"6685","Ronacrete",45,45,0,47,47,0,0,0.000146301251727943,0.000330852407494983,0.070148517515994,NA,1.04444444444444,NA,NA,"Ronacrete have been a manufacturer of construction materials for over 40 years. We are focused on many areas within the construction and landscaping industries",2138,1658,46,2267,"Ronacrete Ltd",2010-07-15 13:04:14,FALSE,FALSE,"Harlow, Essex","en","166974234"
"6686","SNewtonUK",45,45,0,47,47,0,0,0.000146301251727943,0.00285407489246928,0.0693787304528865,NA,1.04444444444444,NA,NA,"Member of Parliament for Truro and Falmouth.",2358,5634,121,1385,"Sarah Newton",2012-10-05 14:22:35,FALSE,TRUE,"","en","863136661"
"6687","Manufacture2030",45,45,0,47,47,0,0,0.000146301251727943,0.000599701842789775,0.0686311335918183,NA,1.04444444444444,NA,NA,"One global platform to make sustainable manufacturing happen at scale. Collaborate with practitioners now https://t.co/vplkPVc8kY (powered by @2degreesnetwork)",3404,947,159,881,"Manufacture2030",2011-03-07 20:08:20,TRUE,FALSE,"UK","en","262307719"
